codice,nome,nome_en,pattern,gruppo_target,attrezzo,luogo,muscoli,livello,uso,zone_rischio,adattamento,alternativa,setup,esecuzione,errori,nota_sicurezza,surrogato_attrezzo,nota_surrogato,esecuzione_surrogato,errori_surrogato,gif_slug
EX617,Jumping pistol box,,dominante ginocchia,quadricipiti,box,palestra;casa,quadricipiti;glutei;polpacci,avanzato,principale,ginocchia;caviglie;equilibrio,ginocchia: sostituisci con la salita sul box senza salto; equilibrio: atterra su due piedi invece che su uno,EX643,"In piedi davanti a un box stabile di altezza contenuta, piedi a larghezza anche, braccia libere lungo i fianchi","Scendi in mezzo squat caricando le anche e portando le braccia indietro;Salta sul box slanciando le braccia avanti;Atterra sul box su una gamba sola, l altra tesa avanti, ammortizzando con anca e ginocchio;Alzati in controllo e scendi dal box camminando, mai saltando","Box troppo alto, che costringe a raccogliere le ginocchia invece di salire;Atterraggio secco a ginocchio rigido;Discesa dal box saltando;Ricerca del numero di ripetizioni a scapito della qualita dell atterraggio","Si sale saltando e si scende camminando: la maggior parte degli infortuni al box arriva dalla discesa, non dalla salita",panca,"Stesso salto su una panca bassa e stabile o su un gradino solido, con atterraggio su una gamba",In piedi davanti a una panca bassa e stabile;Scendi in mezzo squat e salta sulla panca slanciando le braccia;Atterra su una gamba ammortizzando con anca e ginocchio;Scendi camminando prima della ripetizione successiva,Panca che scivola o si muove;Altezza eccessiva per il livello;Discesa saltando,jumping-pistol-box
EX618,Salto all'indietro,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;polpacci,intermedio,principale;finisher,ginocchia;caviglie;equilibrio,equilibrio: riduci la distanza del salto e guarda un punto fisso davanti; ginocchia: esegui il passo indietro senza fase di volo,EX650,"In piedi con spazio libero e sgombro alle spalle, piedi a larghezza anche, braccia libere","Scendi in mezzo squat caricando le anche e portando le braccia indietro;Spingi e salta all indietro slanciando le braccia;Atterra su entrambi i piedi in mezzo squat, ammortizzando;Stabilizza prima della ripetizione successiva",Salto all indietro senza aver controllato lo spazio alle spalle;Atterraggio a gambe rigide;Busto che si raddrizza troppo presto e sposta il peso sui talloni;Ripetizioni incalzate senza stabilizzare tra una e l altra,Saltare dove non si guarda: prima della serie controlla lo spazio alle spalle e mantienilo sgombro per tutta la durata,,,,,salto-all-indietro
EX619,Squat jump ginocchia alte,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;polpacci,intermedio,principale;finisher,ginocchia;caviglie;lombare,ginocchia: riduci la profondita dello squat e l altezza delle ginocchia in volo; lombare: non raccogliere le ginocchia arrotondando la schiena,EX650,"In piedi, piedi a larghezza spalle, mani unite davanti al petto",Scendi in squat fino a circa 90 gradi di ginocchio;Salta verso l alto ed esplodi portando le ginocchia in alto verso il petto;Atterra sull avampiede e ammortizza subito scendendo di nuovo in squat;Concatena le ripetizioni mantenendo il busto eretto,Ginocchia raccolte arrotondando la schiena invece che flettendo le anche;Atterraggio piatto e rumoroso;Squat che si accorcia ripetizione dopo ripetizione;Busto piegato avanti in volo,Le ginocchia salgono grazie alla flessione dell anca: se sale la schiena al posto delle gambe la serie e finita,,,,,squat-jump-ginocchia-alte
EX620,Squat thrust,,composto,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;core;deltoidi anteriori,principiante;intermedio,principale;finisher,polsi;lombare;spalle,polsi: appoggia sui pugni chiusi o su due manubri; lombare: porta i piedi indietro uno alla volta invece che in salto,EX650,"In piedi, piedi a larghezza anche, spazio libero davanti sufficiente per stendersi in appoggio","Accosciati e appoggia le mani a terra sotto le spalle;Con un salto porta entrambi i piedi indietro fino alla posizione di plank, corpo in linea;Con un salto riporta i piedi vicino alle mani;Risali in piedi e ripeti senza pause",Bacino che sale o crolla nella posizione di plank;Piedi che atterrano troppo lontani dalle mani nel ritorno;Mani che si spostano fuori dalla verticale delle spalle;Ritmo spinto oltre la tenuta del core,"Il plank e una posizione, non un passaggio: se il bacino crolla la lombare prende tutto il carico ripetizione dopo ripetizione",,,,,squat-thrust
EX621,Salto una gamba avanti,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;polpacci,avanzato,principale,ginocchia;caviglie;equilibrio,equilibrio: riduci la distanza e appoggia il secondo piede all atterraggio; ginocchia: esegui su due gambe,EX618,"In piedi su una gamba sola, con spazio libero davanti, braccia libere per lo slancio","Carica scendendo in mezzo squat sulla gamba d appoggio e portando le braccia indietro;Salta in avanti slanciando le braccia;Atterra sulla stessa gamba ammortizzando con caviglia, ginocchio e anca;Stabilizza completamente prima della ripetizione successiva",Atterraggio con il ginocchio che cede verso l interno;Salto piu lungo di quanto l atterraggio riesca a reggere;Ripetizioni concatenate senza stabilizzare;Busto sbilanciato avanti all atterraggio,"La distanza la decide l atterraggio, non la spinta: se il ginocchio cede verso l interno il salto era troppo lungo",,,,,salto-una-gamba-avanti
EX622,Salto verticale esplosivo,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;polpacci,intermedio,principale,ginocchia;caviglie,ginocchia: riduci la profondita del contromovimento e l altezza del salto; caviglie: atterra su superficie ammortizzante,EX650,"In piedi, piedi a larghezza spalle, braccia libere lungo i fianchi, sguardo avanti","Esegui un contromovimento rapido scendendo in mezzo squat e portando le braccia indietro;Inverti subito il movimento e salta verso l alto piu in alto possibile, slanciando le braccia;Raccogli le gambe in volo;Atterra sull avampiede e ammortizza scendendo in mezzo squat","Pausa in basso che spegne il contromovimento;Braccia ferme lungo i fianchi;Atterraggio a gambe rigide;Serie troppo lunghe: e espressione di potenza, non di resistenza",Va eseguito a fresco e con poche ripetizioni: la potenza cala in fretta e l atterraggio peggiora insieme a lei,,,,,salto-verticale-esplosivo
EX623,Leg curl macchina prona,,isolamento,ischiocrurali,macchina,palestra,ischiocrurali,principiante,principale,ginocchia;lombare,"lombare: bacino aderente al cuscino, non inarcare per completare il movimento",EX095,"Prono sulla macchina, cosce appoggiate al cuscino, rullo appena sopra i talloni, bacino aderente, mani alle maniglie",Fletti entrambe le ginocchia portando i talloni verso i glutei;Pausa breve in massima contrazione;Eccentrica controllata 2-3 sec;Il bacino resta a contatto col cuscino per tutta la serie,Bacino che si stacca per guadagnare escursione;Ritorno lasciato cadere;Rullo troppo alto sul polpaccio;Serie completata con slancio,Se il bacino si alza il lavoro passa alla lombare: meglio meno carico e bacino fermo,,,,,leg-curl-macchina-prona
EX624,Leg curl macchina in piedi una gamba,,isolamento,ischiocrurali,macchina,palestra,ischiocrurali,principiante,principale,ginocchia;lombare,"lombare: busto eretto contro il supporto, non inarcare per alzare il tallone",EX095,"In piedi alla macchina, busto appoggiato al supporto, coscia della gamba che lavora bloccata al cuscino, rullo appena sopra il tallone, mani alle maniglie","Fletti il ginocchio portando il tallone verso il gluteo;Pausa breve in massima contrazione;Eccentrica controllata 2-3 sec;Completa le ripetizioni su una gamba, poi cambia",Anca che si flette per accompagnare il tallone;Busto che si stacca dal supporto;Bacino che ruota verso il lato che lavora;Ritorno lasciato cadere,La coscia resta ferma contro il cuscino: se si muove il movimento non e piu solo di ginocchio,,,,,leg-curl-macchina-in-piedi-una-gamba
EX625,Abduzione clamshell decubito laterale,,isolamento,glutei,corpo libero,casa;libero;palestra,gluteo medio;gluteo massimo,principiante,principale;riscaldamento,lombare,lombare: accorcia l escursione e non compensare ruotando il bacino,EX629,"Decubito laterale, anche e spalle impilate, ginocchia piegate a circa 90 gradi e talloni allineati alla schiena, testa appoggiata sul braccio di sotto","Apri il ginocchio di sopra ruotando l anca, tenendo i talloni uniti;Fermati 1 sec in massima apertura;Chiudi controllato senza far toccare le ginocchia;Il bacino resta fermo e impilato per tutta la serie",Bacino che rotola indietro quando il ginocchio apre;Talloni che si separano;Apertura cercata con la schiena invece che con l anca;Ritmo troppo veloce senza fermata in alto,Se il bacino rotola indietro il gluteo medio smette di lavorare: meglio meno apertura e bacino fermo,,,,,abduzione-clamshell-decubito-laterale
EX626,Abduzione clamshell elastico decubito laterale,,isolamento,glutei,elastico,casa;libero;palestra,gluteo medio;gluteo massimo,principiante;intermedio,principale;riscaldamento,lombare,lombare: accorcia l escursione e non compensare ruotando il bacino,EX625,"Elastico ad anello sopra le ginocchia, decubito laterale, anche e spalle impilate, ginocchia piegate a circa 90 gradi e talloni allineati alla schiena","Apri il ginocchio di sopra contro la resistenza dell elastico, talloni uniti;Fermati 1 sec in massima apertura;Chiudi controllato accompagnando l elastico, senza lasciarlo tornare di scatto;Il bacino resta fermo e impilato",Bacino che rotola indietro sotto la resistenza dell elastico;Elastico troppo duro che riduce l escursione a pochi gradi;Ritorno lasciato all elastico invece che controllato;Talloni che si separano,"Scegli l elastico in base all escursione: se non riesci ad aprire almeno quanto senza elastico, e troppo duro",,,,,abduzione-clamshell-elastico-decubito-laterale
EX627,Abduzione anca decubito laterale,,isolamento,glutei,corpo libero,casa;libero;palestra,gluteo medio,principiante,principale;riscaldamento,lombare,lombare: riduci l altezza della gamba e tieni il core attivo,EX197,"Decubito laterale, appoggio sull avambraccio, anche e spalle impilate, gambe tese e sovrapposte, gamba di sotto leggermente piegata per stabilizzare",Solleva la gamba di sopra tesa verso l alto restando sul piano del corpo;Fermati 1 sec in alto;Scendi controllato senza appoggiare la gamba su quella di sotto;Punta del piede neutra o leggermente ruotata verso il basso,"Gamba che scappa in avanti rispetto al corpo;Bacino che rotola indietro;Punta ruotata verso l alto, che sposta il lavoro sul flessore dell anca;Discesa lasciata cadere",La gamba sale sul piano del corpo: se va avanti lavora il tensore della fascia lata al posto del gluteo medio,,,,,abduzione-anca-decubito-laterale
EX628,Abduzione fire hydrant elastico quadrupedia,,isolamento,glutei,elastico,casa;libero;palestra,gluteo medio;gluteo massimo,principiante;intermedio,principale;riscaldamento,lombare;polsi,lombare: non inarcare la schiena per guadagnare apertura; polsi: appoggia sugli avambracci invece che sulle mani,EX629,"Elastico ad anello sopra le ginocchia, quadrupedia con mani sotto le spalle e ginocchia sotto le anche, schiena neutra e sguardo a terra","Apri il ginocchio di lato contro l elastico tenendolo piegato a 90 gradi;Fermati 1 sec in massima apertura;Chiudi controllato senza appoggiare il ginocchio a terra;Il bacino resta parallelo al pavimento, non ruota",Bacino che ruota per accompagnare la gamba;Schiena che si inarca sotto la spinta dell elastico;Ginocchio che si apre in avanti invece che di lato;Ginocchio appoggiato a terra tra le ripetizioni,Se il bacino ruota il movimento diventa lombare: meno apertura e tronco fermo,,,,,abduzione-fire-hydrant-elastico-quadrupedia
EX629,Abduzione fire hydrant quadrupedia,,isolamento,glutei,corpo libero,casa;libero;palestra,gluteo medio;gluteo massimo,principiante,principale;riscaldamento,lombare;polsi,lombare: non inarcare la schiena per guadagnare apertura; polsi: appoggia sugli avambracci invece che sulle mani,EX625,"Quadrupedia con mani sotto le spalle e ginocchia sotto le anche, schiena neutra, sguardo a terra, peso distribuito sui quattro appoggi",Apri il ginocchio di lato tenendolo piegato a 90 gradi;Fermati 1 sec in massima apertura;Chiudi controllato senza appoggiare il ginocchio a terra;Il bacino resta parallelo al pavimento,Bacino che ruota per accompagnare la gamba;Schiena inarcata;Ginocchio che si apre in avanti invece che di lato;Peso scaricato tutto sulle braccia,Il movimento e solo d anca: tronco e bacino restano fermi dall inizio alla fine della serie,,,,,abduzione-fire-hydrant-quadrupedia
EX630,Leg curl cavo in piedi una gamba,,isolamento,ischiocrurali,cavo basso,palestra,ischiocrurali,intermedio,principale,ginocchia;lombare;equilibrio,"equilibrio: tieniti al telaio con entrambe le mani; lombare: busto eretto, niente inarcamento",EX239,"In piedi di fronte al cavo basso, cavigliera alla caviglia della gamba che lavora, mani a un supporto stabile, busto eretto","Fletti il ginocchio portando il tallone verso il gluteo contro la trazione del cavo;Pausa breve in massima contrazione;Torna controllato senza far cadere il peso;La coscia resta ferma, si muove solo la gamba sotto il ginocchio",Coscia che si sposta avanti o indietro per aiutare;Busto che si inclina avanti;Ritorno lasciato al cavo;Bacino che ruota,Il carico va scelto perche il ritorno resti controllato: e l eccentrica a fare il lavoro,elastico,Elastico ancorato basso davanti e passato attorno alla caviglia della gamba che lavora,"In piedi di fronte all'ancoraggio basso, elastico attorno alla caviglia, mani a un supporto stabile, busto eretto;Fletti il ginocchio portando il tallone verso il gluteo contro la tensione;Pausa breve in massima contrazione;Torna controllato senza lasciare andare l'elastico;Completa le ripetizioni, poi cambia gamba",Coscia che si sposta per aiutare;Bacino che ruota;Ritorno lasciato all'elastico invece che controllato,leg-curl-cavo-in-piedi-una-gamba
EX631,Affondo inverso con knee drive,,dominante ginocchia,quadricipiti,corpo libero,casa;libero;palestra,quadricipiti;glutei;ischiocrurali,intermedio,principale;finisher,ginocchia;equilibrio,equilibrio: appoggia una mano a una parete e togli la fase di slancio del ginocchio; ginocchia: riduci la profondita dell affondo,EX039,"In piedi, piedi a larghezza anche, mani ai fianchi o in guardia, busto eretto","Porta un piede indietro e scendi in affondo finche entrambe le ginocchia sono a circa 90 gradi;Spingi dal tallone del piede avanti per risalire;Nella risalita porta il ginocchio della gamba dietro in alto fino all altezza dell anca;Fermati 1 sec in appoggio su una gamba, poi torna indietro nel passo successivo",Ginocchio dietro sbattuto a terra;Busto che si piega avanti nella salita del ginocchio;Slancio del ginocchio usato per alzarsi invece della spinta della gamba d appoggio;Piede d appoggio che si sposta a ogni ripetizione,La risalita e lavoro della gamba avanti: il ginocchio che sale e la conclusione del movimento NON il suo motore,,,,,affondo-inverso-con-knee-drive
EX632,Affondo inverso Bosu con knee drive,,dominante ginocchia,quadricipiti,bosu,palestra;casa,quadricipiti;glutei;ischiocrurali,intermedio;avanzato,principale;finisher,ginocchia;equilibrio;caviglie,"equilibrio: esegui senza Bosu, a terra; caviglie: riduci la profondita e togli lo slancio del ginocchio",EX631,"Bosu con la cupola verso l alto, un piede al centro della cupola, l altro a terra dietro; busto eretto, mani in guardia","Scendi in affondo con il ginocchio dietro verso il pavimento, il piede sulla cupola resta fermo e centrato;Spingi dal piede sulla cupola per risalire;Nella risalita porta il ginocchio della gamba dietro in alto fino all altezza dell anca;Stabilizza 1 sec prima della ripetizione successiva",Piede che scivola dal centro della cupola;Ricerca della velocita prima della stabilita;Busto che si piega avanti per compensare l instabilita;Profondita eccessiva su superficie instabile,"Su superficie instabile il criterio e la stabilita, non il carico: se il piede balla sulla cupola l esercizio va fatto a terra",corpo libero,"Stesso affondo inverso con knee drive eseguito a terra, senza superficie instabile","In piedi, piedi a larghezza anche;Porta un piede indietro e scendi in affondo fino a circa 90 gradi su entrambe le ginocchia;Spingi dal tallone del piede avanti e porta il ginocchio dietro in alto fino all altezza dell anca;Fermati 1 sec in appoggio su una gamba prima della ripetizione successiva",Ginocchio dietro appoggiato a terra;Busto piegato avanti nella salita del ginocchio;Piede d appoggio che si sposta a ogni ripetizione,affondo-inverso-bosu-con-knee-drive
